2,0,80000000,000047dd
2,0,80000002,0000cf69
2,0,80000004,0000f4eb
2,0,80000006,0000066b
2,0,80000008,00007ef2
2,0,8000000a,00009a50
2,0,8000000c,000085e9
2,0,8000000e,0000f37c
2,0,80000010,0000f7e3
2,0,80000012,000031c5
2,0,80000014,00009024
2,0,80000016,00002ce6
2,0,80000018,000042e8
2,0,8000001a,0000087d
2,0,8000001c,00005c07
2,0,8000001e,00008633
2,0,80000020,00008449
2,0,80000022,0000ce62
2,0,80000024,0000d125
2,0,80000026,0000d506
2,0,80000028,0000021b
2,0,8000002a,00005c5b
2,0,8000002c,000019f5
2,0,8000002e,0000de41
2,0,80000030,0000c65d
2,0,80000032,000069c9
2,0,80000034,00004d6e
2,0,80000036,0000b926
2,0,80000038,0000615c
2,0,8000003a,0000d52e
2,0,8000003c,0000a5d3
2,0,8000003e,00001611
2,0,80000040,00005a32
2,0,80000042,0000928b
2,0,80000044,00005eb5
2,0,80000046,0000ca72
2,0,80000048,00009953
2,0,8000004a,0000bfdc
2,0,8000004c,00000942
2,0,8000004e,00005478
2,0,80000050,00005f60
2,0,80000052,00003c3a
2,0,80000054,00001ac4
2,0,80000056,000042b6
2,0,80000058,0000a73b
2,0,8000005a,00002ed3
2,0,8000005c,0000cdac
2,0,8000005e,0000a87a
2,0,80000060,000036a7
2,0,80000062,000006e7
2,0,80000064,00000a05
2,0,80000066,0000c623
2,0,80000068,00002d36
2,0,8000006a,000068e9
2,0,8000006c,00005402
2,0,8000006e,00001909
2,0,80000070,0000299e
2,0,80000072,0000502b
2,0,80000074,00004c7b
2,0,80000076,0000d5e6
2,0,80000078,00007b54
2,0,8000007a,0000342b
2,0,8000007c,0000ba4f
2,0,8000007e,000042eb
2,0,80000080,00006fb2
2,0,80000082,00004e14
2,0,80000084,00002d93
2,0,80000086,00008012
2,0,80000088,00002751
2,0,8000008a,0000a9bf
2,0,8000008c,00007353
2,0,8000008e,000056df
2,0,80000090,000072ae
2,0,80000092,00006cd7
2,0,80000094,000080e5
2,0,80000096,000063bd
2,0,80000098,0000c7d7
2,0,8000009a,00008b0c
2,0,8000009c,0000a05b
2,0,8000009e,0000ed8e
2,0,800000a0,000024d4
2,0,800000a2,0000482d
2,0,800000a4,00002d07
2,0,800000a6,0000a382
2,0,800000a8,000024c3
2,0,800000aa,00004be2
2,0,800000ac,000012b6
2,0,800000ae,0000ea37
2,0,800000b0,0000572e
2,0,800000b2,0000fa38
2,0,800000b4,000083ca
2,0,800000b6,0000a535
2,0,800000b8,0000b826
2,0,800000ba,0000d13f
2,0,800000bc,00008559
2,0,800000be,0000b405
2,0,800000c0,000021a2
2,0,800000c2,0000bc2b
2,0,800000c4,0000c867
